"pid","location","yearbuilt","totval","bedrooms","bathrooms","halfbaths"
16335,"134 SPRING ST","1900","143400",4,2,0
16336,"132 SPRING ST","1910","103200",4,2,0
16337,"128 SPRING ST","1910","151900",6,3,0
16338,"126 SPRING ST","1900","152400",6,3,0
16339,"124 SPRING ST","1900","101100",4,2,0
16340,"140 DEWITT ST","2012","55701600",0,0,NA
16341,"124 DEWITT ST","1900","124500",6,3,0
16342,"120 DEWITT ST","1910","192700",6,3,0
16343,"116 DEWITT ST","1900","121400",4,2,0
16344,"110 DEWITT ST","1910","112600",6,1,1
16345,"108 DEWITT ST","1900","116700",5,3,0
16346,"106 DEWITT ST","1900","88700",4,2,0
16347,"102 DEWITT ST","1900","116400",5,2,1
16348,"155 SPRING ST","1940","67800",0,0,NA
16349,"157 SPRING ST","1910","120600",4,2,0
16350,"159 SPRING ST","1900","191300",8,4,0
16351,"161 SPRING ST","1910","120500",4,2,0
16352,"163 SPRING ST","1900","175700",6,3,0
16353,"165 SPRING ST","1910","136400",5,3,0
16354,"167 SPRING ST","1910","124800",3,2,0
16355,"169 SPRING ST","1900","104200",3,1,0
16356,"171 SPRING ST","1900","143200",6,1,1
16357,"111 BUTTON ST","1910","141800",5,3,0
16358,"115 BUTTON ST","1900","124500",3,1,1
16359,"117 BUTTON ST","1910","182800",6,3,0
16360,"123 BUTTON ST",NA,"29000",NA,NA,NA
16361,"518 HOWARD AV","1900","874600",0,0,NA
16362,NA,NA,NA,NA,NA,NA
16363,"506 HOWARD AV","1973","1010900",0,0,NA
16364,"498 HOWARD AV","1900","158200",4,2,0
16365,"494 HOWARD AV","1900","140000",3,2,0
16366,"490 HOWARD AV","1900","121000",5,3,0
16367,"486 HOWARD AV","1900","140900",8,3,0
16368,"121 SPRING ST","1900","136500",5,3,0
16369,"123 SPRING ST","1900","95100",2,1,0
16370,"125 SPRING ST","1900","100600",2,2,0
16371,"127 SPRING ST","1900","117400",4,2,0
16372,"129 SPRING ST","1900","116100",5,2,0
16373,"131 SPRING ST","1900","130500",4,2,0
16374,"133 SPRING ST","1900","112500",5,2,0
16375,"135 SPRING ST","1900","147200",5,2,1
16376,"111 DEWITT ST","1900","68900",3,1,0
16377,"113 DEWITT ST","1900","138600",7,3,0
16378,"115 DEWITT ST","1900","110500",5,3,0
16379,"117 DEWITT ST","1900","284400",NA,NA,0
16380,"119 DEWITT ST","1900","169100",9,3,0
16381,"121 DEWITT ST","1900","134500",9,3,0
16382,"125 DEWITT ST","1900","150700",8,3,0
16383,"206 PUTNAM ST","1910","182100",9,3,0
16384,"198 PUTNAM ST","1998","131800",6,2,0
16385,"196 PUTNAM ST","1910","172500",6,3,0
16386,"184 PUTNAM ST",NA,"36900",NA,NA,NA
16387,"180 PUTNAM ST",NA,"28700",NA,NA,NA
16388,"578 HOWARD AV","1890","158900",8,3,0
16389,"574 HOWARD AV","1890","98700",4,2,0
16390,"570 HOWARD AV","1900","156300",5,3,0
16391,"564 HOWARD AV","1900","286300",6,6,0
16392,"560 HOWARD AV","1900","236300",6,6,0
16393,"556 HOWARD AV","1810","165700",6,3,0
16394,"552 HOWARD AV",NA,"23200",NA,NA,NA
16395,"550 HOWARD AV","1978","355500",12,6,NA
16396,"544 HOWARD AV",NA,"1300",NA,NA,NA
16397,"538 HOWARD AV","1910","181800",6,3,0
16398,"534 HOWARD AV","1910","179400",9,3,0
16399,"530 HOWARD AV","1910","135900",6,3,0
16400,"181 PUTNAM ST","1900","193100",6,2,0
16401,"185 PUTNAM ST","1910","129300",4,2,0
16402,"189 PUTNAM ST","1900","132200",5,3,0
16403,"193 PUTNAM ST","2014","270300",5,3,2
16404,"197 PUTNAM ST","1900","156800",4,2,0
16405,"201 PUTNAM ST","2014","266300",4,3,2
16406,NA,NA,NA,NA,NA,NA
16407,"145 DEWITT ST","1978","1834700",0,0,NA
16408,"360 COLUMBUS AV","2009","51734000",NA,NA,NA
16409,"588 HOWARD AV","1915","281700",9,6,0
16410,"261 PORTSEA ST","1923","583300",0,0,NA
16411,"267 PORTSEA ST","1900","120300",4,2,0
16412,"269 PORTSEA ST","1900","124900",4,2,0
16413,"271 PORTSEA ST","1900","124900",4,2,0
16414,"273 PORTSEA ST","1900","120300",4,2,0
16415,"275 PORTSEA ST","1920","126700",4,2,0
16416,"277 PORTSEA ST","1900","124900",4,2,0
16417,"279 PORTSEA ST","1900","120300",4,2,0
16418,"281 PORTSEA ST","1900","111900",4,2,0
16419,"420 CONGRESS AV",NA,"17400",NA,NA,NA
16420,"430 CONGRESS AV","1931","8074000",0,0,NA
16421,NA,NA,NA,NA,NA,NA
16422,"690 HOWARD AV","1940","1454900",0,14,NA
16423,"HOWARD AV",NA,"1400",NA,NA,NA
16424,"680 HOWARD AV","1930","1202500",0,0,NA
16425,"672 HOWARD AV","1926","803300",0,0,NA
16426,"289 WASHINGTON AV",NA,"153200",NA,NA,NA
16427,"299 WASHINGTON AV",NA,"157200",NA,NA,NA
16428,"307 WASHINGTON AV","2006","3106600",NA,NA,NA
16429,"9 DAGGETT ST",NA,"44300",NA,NA,NA
16430,"13 DAGGETT ST",NA,"44000",NA,NA,NA
16431,"17 DAGGETT ST",NA,"70500",NA,NA,NA
16432,"27 DAGGETT ST",NA,"50300",NA,NA,NA
16433,"31 DAGGETT ST",NA,"53500",NA,NA,NA
16434,"69 DAGGETT ST","1910","1222300",0,0,NA
16435,"514 CONGRESS AV","1900","361800",0,0,NA
16436,"500 CONGRESS AV","1900","370800",0,0,NA
16437,"660 HOWARD AV","1982","307100",0,0,NA
16438,"644 HOWARD AV","1900","145600",6,2,0
16439,"640 HOWARD AV","1900","150500",8,3,0
16440,"634 HOWARD AV",NA,"42400",NA,NA,NA
16441,"630 HOWARD AV","1900","151600",4,2,0
16442,"626 HOWARD AV","1900","180000",6,3,0
16443,"622 HOWARD AV","1900","202500",7,3,0
16444,NA,NA,NA,NA,NA,NA
16445,"295 COLUMBUS AV","1890","156400",4,2,0
16446,NA,NA,NA,NA,NA,NA
16447,"307 COLUMBUS AV","1940","197700",0,0,NA
16448,"350 WASHINGTON AV","1952","319500",0,0,NA
16449,"338 WASHINGTON AV",NA,"133200",NA,NA,NA
16450,"332 WASHINGTON AV","1900","91100",4,2,0
16451,"326 WASHINGTON AV",NA,"126500",NA,NA,NA
16452,"226 CEDAR ST","1900","667100",0,0,NA
16453,"229 COLUMBUS AV",NA,"24100",NA,NA,NA
16454,"219 COLUMBUS AV",NA,"45500",NA,NA,NA
16455,"225 COLUMBUS AV","1992","169700",4,2,2
16456,"233 COLUMBUS AV","1910","188400",6,3,0
16457,"237 COLUMBUS AV","1992","164400",6,4,2
16458,"241 COLUMBUS AV","1992","158600",6,3,0
16459,"245 COLUMBUS AV","1900","158500",8,3,0
16460,"249 COLUMBUS AV","1910","126400",4,2,0
16461,"257 COLUMBUS AV","1988","1592300",0,0,NA
16462,"261 COLUMBUS AV","1900","417400",0,0,NA
16463,"619 HOWARD AV","1960","313900",9,6,0
16464,"627 HOWARD AV","1900","346100",9,6,0
16465,"633 HOWARD AV","1990","140900",6,2,1
16466,"MINOR ST",NA,"24600",NA,NA,NA
16467,"637 HOWARD AV","1900","233500",6,4,0
16468,"154 MINOR ST","1992","622200",0,0,NA
16469,"134 MINOR ST","1900","201900",6,3,0
16470,"128 MINOR ST","1910","204200",6,4,0
16471,"124 MINOR ST","1900","157800",6,3,0
16472,NA,NA,NA,NA,NA,NA
16473,"156 WASHINGTON AV",NA,"52200",NA,NA,NA
16474,"250 CEDAR ST","1999","6635000",0,0,NA
16475,"232 CEDAR ST","1993","6241000",0,0,NA
16476,"149 MINOR ST",NA,"111700",NA,NA,NA
16477,"649 HOWARD AV","1900","513300",0,0,NA
16478,"169 WASHINGTON AV","1979","1192100",0,0,NA
16479,"225 WASHINGTON AV",NA,"533500",NA,NA,NA
16480,"691 HOWARD AV","1968","378200",0,0,NA
16481,"701 HOWARD AV","1926","970200",0,0,NA
16482,"40 GILBERT ST",NA,"141800",NA,NA,NA
16483,"370 CONGRESS AV","2002","197041200",0,0,NA
16484,"156 DAVENPORT AV","1969","657600",0,0,NA
16485,NA,NA,NA,NA,NA,NA
16486,NA,NA,NA,NA,NA,NA
16487,NA,NA,NA,NA,NA,NA
16488,NA,NA,NA,NA,NA,NA
16489,NA,NA,NA,NA,NA,NA
16490,NA,NA,NA,NA,NA,NA
16491,NA,NA,NA,NA,NA,NA
16492,NA,NA,NA,NA,NA,NA
16493,NA,NA,NA,NA,NA,NA
16494,NA,NA,NA,NA,NA,NA
16495,NA,NA,NA,NA,NA,NA
16496,NA,NA,NA,NA,NA,NA
16497,NA,NA,NA,NA,NA,NA
16498,NA,NA,NA,NA,NA,NA
16499,NA,NA,NA,NA,NA,NA
16500,NA,NA,NA,NA,NA,NA
16501,NA,NA,NA,NA,NA,NA
16502,NA,NA,NA,NA,NA,NA
16503,NA,NA,NA,NA,NA,NA
16504,NA,NA,NA,NA,NA,NA
16505,NA,NA,NA,NA,NA,NA
16506,NA,NA,NA,NA,NA,NA
16507,NA,NA,NA,NA,NA,NA
16508,"33 ASYLUM ST","2005","111600",2,1,1
16509,"168 DAVENPORT AV","1900","404600",0,0,NA
16510,"166 DAVENPORT AV","1910","226200",0,0,NA
16511,"162 DAVENPORT AV",NA,"57900",NA,NA,NA
16512,"130 DAVENPORT AV","1890","609200",0,0,NA
16513,"28 VERNON ST",NA,"53700",NA,NA,NA
16514,"26 VERNON ST",NA,"53000",NA,NA,NA
16515,"22 VERNON ST","1910","343300",NA,6,NA
16516,"20 VERNON ST","1989","144400",5,2,1
16517,"16 VERNON ST","1984","201300",9,4,1
16518,"14 VERNON ST","1900","176400",6,3,0
16519,"12 VERNON ST","1984","188000",6,2,2
16520,"8 VERNON ST",NA,"46000",NA,NA,NA
16521,"495 CONGRESS AV","1884","2969900",0,0,NA
16522,"517 CONGRESS AV",NA,"445400",NA,NA,NA
16523,"21 WARD ST",NA,"46400",NA,NA,NA
16524,"23 WARD ST","1984","201500",9,4,1
16525,"33 WARD ST","1984","397900",0,5,NA
16526,"37 WARD ST",NA,"47100",NA,NA,NA
16527,"43 WARD ST","1910","122000",4,2,0
16528,"47 WARD ST","1910","182700",6,3,0
16529,"53 WARD ST",NA,"38300",NA,NA,NA
16530,"148 DAVENPORT AV","1900","213300",8,3,0
16531,"146 DAVENPORT AV","1910","204100",7,4,0
16532,"138 DAVENPORT AV","1890","370200",8,4,0
16533,"134 DAVENPORT AV","1900","277000",0,0,NA
16534,"800 HOWARD AV","1987","20440400",0,0,NA
16535,"780 HOWARD AV","1995","8246700",0,0,NA
16536,"760 HOWARD AV",NA,"49200",NA,NA,NA
16537,"457 CONGRESS AV",NA,"44000",NA,NA,NA
16538,"CONGRESS AV",NA,"5200",NA,NA,NA
16539,"463 CONGRESS AV","1900","919100",0,0,NA
16540,"VERNON ST",NA,"98400",NA,NA,NA
16541,"11 VERNON ST","1916","199300",9,4,1
16542,"15 VERNON ST","1984","199600",9,4,1
16543,"17 VERNON ST","1900","147000",6,3,0
16544,"19 VERNON ST","1984","199800",9,4,1
16545,"23 VERNON ST","1910","177200",8,4,1
16546,"VERNON ST",NA,"2200",NA,NA,NA
16547,"27 VERNON ST",NA,"43600",NA,NA,NA
16548,"122 DAVENPORT AV","1900","168300",5,3,0
16549,"116 DAVENPORT AV",NA,"54400",NA,NA,NA
16550,"112 DAVENPORT AV","1900","869600",0,0,NA
16551,NA,NA,NA,NA,NA,NA
16552,"48 SYLVAN AV","1910","130700",6,3,0
16553,"46 SYLVAN AV","1900","131800",4,3,0
16554,NA,NA,NA,NA,NA,NA
16555,NA,NA,NA,NA,NA,NA
16556,NA,NA,NA,NA,NA,NA
16557,"169 DAVENPORT AV","1915","4521500",0,0,NA
16558,"65 ASYLUM ST","1900","108200",4,2,0
16559,"69 ASYLUM ST","1900","153400",6,2,1
16560,"73 ASYLUM ST","1910","159800",5,2,0
16561,NA,NA,NA,NA,NA,NA
16562,NA,NA,NA,NA,NA,NA
16563,NA,NA,NA,NA,NA,NA
16564,NA,NA,NA,NA,NA,NA
16565,NA,NA,NA,NA,NA,NA
16566,NA,NA,NA,NA,NA,NA
16567,NA,NA,NA,NA,NA,NA
16568,"24 SYLVAN AV","1900","158400",5,3,0
16569,"58 VERNON ST","1910","148200",6,3,0
16570,NA,NA,NA,NA,NA,NA
16571,"56 VERNON ST","2011","201200",4,2,0
16572,"54 VERNON ST","1900","149300",4,2,0
16573,"52 VERNON ST","1910","195600",7,3,0
16574,"48 VERNON ST","1910","75600",4,2,0
16575,"46 VERNON ST","1900","133300",4,2,0
16576,"44 VERNON ST","1910","217300",6,3,0
16577,"42 VERNON ST","1900","200400",6,3,0
16578,"40 VERNON ST","1992","158000",6,2,2
16579,"38 VERNON ST","2011","146100",3,1,1
16580,"36 VERNON ST","2013","145400",3,1,1
16581,"34 VERNON ST","2011","148700",3,1,1
16582,"127 DAVENPORT AV","1920","281800",9,6,NA
16583,"133 DAVENPORT AV","1910","253000",6,6,0
16584,"135 DAVENPORT AV","1880","134100",4,2,0
16585,"143 DAVENPORT AV","1900","189900",5,3,0
16586,"145 DAVENPORT AV",NA,"47900",NA,NA,NA
16587,"85 WARD ST","1900","208400",8,3,0
16588,"89 WARD ST","1900","227200",6,3,0
16589,"93 WARD ST","1910","139200",8,2,0
16590,"97 WARD ST","1900","180000",8,3,0
16591,"101 WARD ST","1900","185200",9,3,0
16592,"105 WARD ST",NA,"46400",NA,NA,NA
16593,"109 WARD ST","1900","108700",6,2,0
16594,"113 WARD ST","1910","142800",4,2,0
16595,"117 WARD ST","1900","180300",6,3,0
16596,"121 WARD ST","1900","180100",8,3,0
16597,"127 WARD ST",NA,"4600",NA,NA,NA
16598,"131 WARD ST","1910","136400",4,2,0
16599,"135 WARD ST","1900","132600",2,3,1
16600,"34 SYLVAN AV","2010","142800",3,1,1
16601,"32 SYLVAN AV","2010","140700",3,1,1
16602,"30 SYLVAN AV","1990","154700",6,4,0
16603,"28 SYLVAN AV","1900","175500",5,3,0
16604,"886 HOWARD AV","1900","615700",0,0,NA
16605,"878 HOWARD AV","1900","1254700",0,0,NA
16606,NA,NA,NA,NA,NA,NA
16607,"860 HOWARD AV",NA,"195300",NA,NA,NA
16608,NA,NA,NA,NA,NA,NA
16609,"850 HOWARD AV","1890","388200",5,3,0
16610,"846 HOWARD AV",NA,"40800",NA,NA,NA
16611,"842 HOWARD AV","1890","307100",0,0,NA
16612,"840 HOWARD AV","1920","502800",0,0,NA
16613,"836 HOWARD AV","1886","389900",0,0,NA
16614,"HOWARD AV",NA,"1500",NA,NA,NA
16615,"99 DAVENPORT AV",NA,"140000",NA,NA,NA
16616,"103 DAVENPORT AV",NA,"102000",NA,NA,NA
16617,"109 DAVENPORT AV",NA,"98300",NA,NA,NA
16618,"111 DAVENPORT AV",NA,"45600",NA,NA,NA
16619,"117 DAVENPORT AV",NA,"43600",NA,NA,NA
16620,"119 DAVENPORT AV",NA,"46000",NA,NA,NA
16621,"31 VERNON ST",NA,"48000",NA,NA,NA
16622,"35 VERNON ST","1900","149400",6,3,0
16623,"37 VERNON ST","1914","137100",4,3,0
16624,"41 VERNON ST",NA,"58000",NA,NA,NA
16625,"43 VERNON ST",NA,"57200",NA,NA,NA
16626,"45 VERNON ST",NA,"46300",NA,NA,NA
16627,"47 VERNON ST",NA,"46300",NA,NA,NA
16628,"49 VERNON ST",NA,"55800",NA,NA,NA
16629,"51 VERNON ST",NA,"46200",NA,NA,NA
16630,"55 VERNON ST",NA,"54200",NA,NA,NA
16631,"14 SYLVAN AV","1890","141300",4,2,0
16632,"8 SYLVAN AV",NA,"47900",NA,NA,NA
16633,"367 CEDAR ST","1955","19842900",0,0,NA
16634,"1 PARK ST","1993","170001200",0,0,NA
16635,"10 YORK ST","1982","218263400",0,0,NA
16636,"34 PARK ST","1965","33505500",0,0,NA
16637,"OAK ST",NA,"1535800",NA,NA,NA
16638,"8 PARK ST",NA,"71000",NA,NA,NA
16639,"318 OAK ST",NA,"67700",NA,NA,NA
16640,"17 PARK ST","2009","665545700",0,0,NA
16641,"30 YORK ST","1955","144749500",0,0,NA
16642,"1 HOWE ST","2004","13627200",0,0,NA
16643,NA,NA,NA,NA,NA,NA
16644,"454 GEORGE ST","1967","1101800",0,0,NA
16645,"442 GEORGE ST","1900","165300",2,2,0
16646,"438 GEORGE ST","1900","160700",3,2,0
16647,"434 GEORGE ST","1890","223700",6,5,0
16648,"430 GEORGE ST","1890","206300",6,5,0
16649,"426 GEORGE ST","1890","229600",3,3,0
16650,"424 GEORGE ST","1890","214800",5,1,0
16651,"104 PARK ST","1900","748600",0,0,NA
16652,"98 PARK ST","1900","1047000",0,0,0
16653,"84 PARK ST","1965","9440100",0,0,NA
16654,"17 HOWE ST","1920","1010500",0,0,NA
16655,"19 HOWE ST","1880","924400",NA,7,1
16656,"45 HOWE ST","1900","812900",11,6,NA
16657,"402 CROWN ST","1950","297400",0,0,NA
16658,"400 CROWN ST",NA,"142900",NA,NA,NA
16659,"392 CROWN ST","1900","156700",6,2,0
16660,"386 CROWN ST","1920","283400",0,0,NA
16661,"382 CROWN ST","1870","372100",6,5,0
16662,"380 CROWN ST","1920","378500",8,4,NA
16663,"378 CROWN ST","1900","206500",0,0,NA
16664,"374 CROWN ST",NA,"43600",NA,NA,NA
16665,"370 CROWN ST",NA,"35200",NA,NA,NA
16666,"134 PARK ST","1990","1237100",0,0,NA
16667,"130 PARK ST","1969","472900",0,0,NA
16668,"421 GEORGE ST",NA,"113300",NA,NA,NA
16669,"425 GEORGE ST","1970","1697400",0,0,NA
16670,"445 GEORGE ST","1900","252900",0,0,0
16671,"447 GEORGE ST","1890","296800",8,4,0
16672,"451 GEORGE ST","1880","216700",6,4,NA
16673,"455 GEORGE ST","1900","271800",8,5,0
16674,"33 HOWE ST","1910","443500",0,0,NA
16675,"37 HOWE ST","1880","397000",0,0,NA
16676,"39 HOWE ST","1900","147700",4,1,1
16677,"41 HOWE ST","1900","156600",4,2,0
16678,"49 HOWE ST","1982","434900",0,0,NA
16679,"1226 CHAPEL ST","1955","298100",0,0,NA
16680,"1220 CHAPEL ST","1900","622700",0,0,NA
16681,"1214 CHAPEL ST","1916","1784200",0,0,NA
16682,"1210 CHAPEL ST","1850","480200",2,2,0
16683,"1204 CHAPEL ST","1900","555100",5,3,0
16684,"1198 CHAPEL ST",NA,"151700",NA,NA,NA
16685,"1184 CHAPEL ST","1960","1315000",0,0,NA
16686,"PARK ST",NA,"37500",NA,NA,NA
16687,"1182 CHAPEL ST","1900","169000",0,0,NA
16688,"1180 CHAPEL ST","1900","409100",3,5,NA
16689,"174 PARK ST","1900","362300",0,0,NA
16690,"170 PARK ST","1900","328600",0,0,NA
16691,"166 PARK ST","1900","327400",0,0,NA
16692,"162 PARK ST","1900","138800",5,3,0
16693,"371 CROWN ST","1900","492400",9,5,0
16694,"377 CROWN ST",NA,"107000",NA,NA,NA
16695,"379 CROWN ST","1920","207100",0,0,NA
16696,"387 CROWN ST",NA,"114200",NA,NA,NA
16697,"391 CROWN ST",NA,"105400",NA,NA,NA
16698,"395 CROWN ST","1900","181500",5,3,1
16699,"397 CROWN ST","1850","254500",3,2,0
16700,"401 CROWN ST","1900","266100",7,4,0
16701,"363 CROWN ST","1950","341800",0,0,NA
16702,"155 PARK ST","1900","392600",0,0,NA
16703,"161 PARK ST","1900","544900",0,0,NA
16704,"165 PARK ST","1900","579500",0,0,NA
16705,"169 PARK ST",NA,"181100",NA,NA,NA
16706,"173 PARK ST","1925","751000",0,0,NA
16707,"177 PARK ST","1900","303200",0,0,NA
16708,"1174 CHAPEL ST","1900","352400",0,0,NA
16709,"1170 CHAPEL ST","1900","1219500",0,0,NA
16710,"1166 CHAPEL ST","1940","658000",0,0,NA
16711,"1156 CHAPEL ST","1952","18070300",0,0,NA
16712,"150 YORK ST","1989","8316300",0,0,NA
16713,"150 YORK ST","1989","4633200",0,0,NA
16714,"1150 CHAPEL ST","1900","581700",0,0,NA
16715,"1144 CHAPEL ST","1850","1011400",0,0,NA
16716,"1142 CHAPEL ST","1900","442600",0,0,NA
16717,"1126 CHAPEL ST","1880","1236300",0,0,NA
16718,"170 YORK ST","1900","427100",0,0,NA
16719,"168 YORK ST","1900","382500",0,0,NA
16720,"166 YORK ST","1900","543900",0,0,NA
16721,"148 YORK ST","1900","419900",0,0,NA
16722,"146 YORK ST","1900","427500",0,0,NA
16723,"142 YORK ST","1900","413500",0,0,NA
16724,"321 CROWN ST",NA,"486400",NA,NA,NA
16725,"333 CROWN ST",NA,"268400",NA,NA,NA
16726,"337 CROWN ST","1890","354100",0,0,NA
16727,"341 CROWN ST","1900","491500",0,0,NA
16728,"353 CROWN ST","1999","5554000",0,0,NA
16729,"359 CROWN ST",NA,"152100",NA,NA,NA
16730,"1217 CHAPEL ST","1928","757500",0,0,NA
16731,"65 HOWE ST","1900","358400",0,0,NA
16732,NA,NA,NA,NA,NA,NA
16733,NA,NA,NA,NA,NA,NA
16734,NA,NA,NA,NA,NA,NA
16735,NA,NA,NA,NA,NA,NA
16736,NA,NA,NA,NA,NA,NA
16737,NA,NA,NA,NA,NA,NA
16738,"85 HOWE ST","1930","228600",0,0,NA
16739,"87 HOWE ST","1890","111300",4,2,0
16740,"89 HOWE ST","1900","532000",0,0,NA
16741,"38 EDGEWOOD AV",NA,"92200",NA,NA,NA
16742,NA,NA,NA,NA,NA,NA
16743,NA,NA,NA,NA,NA,NA
16744,NA,NA,NA,NA,NA,NA
16745,NA,NA,NA,NA,NA,NA
16746,NA,NA,NA,NA,NA,NA
16747,"16 EDGEWOOD AV","1830","152100",2,1,1
16748,"12 EDGEWOOD AV","1900","148700",6,3,0
16749,"228 PARK ST","1900","1504300",0,0,NA
16750,"210 PARK ST","1900","2731900",0,0,NA
16751,"PARK ST",NA,"228300",NA,NA,NA
16752,"206 PARK ST","1813","173600",3,2,0
16753,"202 PARK ST","1900","460000",7,7,0
16754,"PARK ST",NA,"1000",NA,NA,NA
16755,"196 PARK ST","1880","524500",2,2,0
16756,"1179 CHAPEL ST","1900","296500",0,0,NA
16757,"1187 CHAPEL ST","1900","479200",0,0,NA
16758,"1191 CHAPEL ST","1900","553700",0,0,NA
16759,"1195 CHAPEL ST","1900","633700",0,0,NA
16760,NA,NA,NA,NA,NA,NA
16761,NA,NA,NA,NA,NA,NA
16762,NA,NA,NA,NA,NA,NA
16763,"1201 CHAPEL ST","1847","1269700",NA,NA,NA
16764,"32 EDGEWOOD AV","1880","696300",13,7,NA
16765,"1203 CHAPEL ST","1947","1385500",0,0,NA
16766,"1171 CHAPEL ST","1900","1411100",0,0,NA
16767,"201 PARK ST",NA,"149500",NA,NA,NA
16768,"205 PARK ST","1930","1205800",0,0,NA
16769,"205 PARK ST",NA,"5900",NA,NA,NA
16770,"213 PARK ST","1929","3709400",0,0,NA
16771,"217 PARK ST","1931","959300",0,0,NA
16772,"225 PARK ST",NA,"2973900",NA,NA,NA
16773,"YORK ST",NA,"500800",NA,NA,NA
16774,"YORK ST",NA,"45300",NA,NA,NA
16775,"256 YORK ST","1928","595900",0,0,NA
16776,"240 YORK ST","1933","145436900",0,0,NA
16777,"316 ELM ST","1900","1001300",0,0,NA
16778,"310 ELM ST","2006","1176100",NA,NA,NA
16779,"296 ELM ST","1900","421800",0,0,NA
16780,"304 ELM ST",NA,"126100",NA,NA,NA
16781,"272 ELM ST",NA,"489800",NA,NA,NA
16782,"260 ELM ST","1900","1312200",0,0,NA
16783,"266 YORK ST","1900","628400",0,0,NA
16784,"264 YORK ST","1900","621200",0,0,NA
16785,"ELM ST",NA,"3600",NA,NA,NA
16786,"260 YORK ST",NA,"285400",NA,NA,NA
16787,"232 YORK ST","1930","3701900",0,0,NA
16788,"224 YORK ST","1926","6838200",0,0,NA
16789,"214 YORK ST","1923","1996800",0,0,NA
16790,"220 YORK ST","1900","4404800",0,0,NA
16791,"212 YORK ST","1900","1709300",0,0,NA
16792,"204 YORK ST","1900","1109000",0,0,NA
16793,"215 PARK ST","1931","988000",0,0,NA
16794,"YORK ST",NA,"19000",NA,NA,NA
16795,"202 YORK ST","1932","931800",0,0,NA
16796,"200 YORK ST","2007","38614400",NA,NA,NA
16797,"194 YORK ST",NA,"309700",NA,NA,NA
16798,"182 YORK ST","1962","42938800",0,0,NA
16799,"1145 CHAPEL ST","1900","3743100",0,0,NA
16800,"1151 CHAPEL ST","1894","2888200",0,0,NA
16801,"1157 CHAPEL ST","1963","14198000",0,0,NA
16802,"PARK ST",NA,"179000",NA,NA,NA
16803,"91 HOWE ST","1920","2233900",0,0,NA
16804,"95 HOWE ST","1900","298600",0,0,NA
16805,"97 HOWE ST","1900","557000",9,6,0
16806,"101 HOWE ST","1900","361200",4,1,0
16807,"103 HOWE ST","1890","391300",6,3,0
16808,"105 HOWE ST","1890","390800",NA,NA,0
16809,"107 HOWE ST","1910","329700",4,2,2
16810,"109 HOWE ST","1900","320500",0,0,NA
16811,"111 HOWE ST","1900","404500",4,4,0
16812,"115 HOWE ST","1890","335900",6,3,0
16813,"372 ELM ST","1900","641200",0,0,NA
16814,"366 ELM ST","1900","560500",4,4,0
16815,"362 ELM ST","1900","431900",7,7,0
16816,"356 ELM ST","1900","774900",0,0,NA
16817,"40 LYNWOOD PL","1876","388900",4,4,1
16818,"36 LYNWOOD PL","1900","1549100",NA,NA,NA
16819,"34 LYNWOOD PL","1880","422300",3,3,0
16820,"28 LYNWOOD PL","1877","498700",7,3,0
16821,"26 LYNWOOD PL","1880","475200",4,4,0
16822,"22 LYNWOOD PL","1880","466900",5,3,0
16823,"18 LYNWOOD PL","1900","635700",0,0,NA
16824,"16 LYNWOOD PL","1875","543400",7,1,1
16825,"27 EDGEWOOD AV","1900","781500",0,0,NA
16826,"33 EDGEWOOD AV","1895","517800",6,3,0
16827,"37 EDGEWOOD AV","1830","383900",2,1,1
16828,"21 EDGEWOOD AV","1837","408100",7,4,0
16829,"19 LYNWOOD PL","1890","423400",6,5,0
16830,"21 LYNWOOD PL","1890","365100",6,5,0
16831,"23 LYNWOOD PL","1900","649500",5,3,2
16832,"25 LYNWOOD PL","1900","814100",0,0,NA
16833,"33 LYNWOOD PL","1890","491000",6,3,1
16834,"35 LYNWOOD PL","1890","387400",6,4,0
16835,"37 LYNWOOD PL","1900","508900",0,0,NA
16836,"350 ELM ST","1900","740100",9,9,0
16837,"348 ELM ST","1804","487700",6,3,0
16838,"344 ELM ST","1962","544600",0,0,NA
16839,"340 ELM ST","1850","398900",4,2,0
16840,"338 ELM ST","1900","837900",0,0,NA
16841,"278 PARK ST","2006","517700",NA,NA,NA
16842,"274 PARK ST",NA,"220600",NA,NA,NA
16843,"272 PARK ST",NA,"229800",NA,NA,NA
16844,"268 PARK ST","1938","3049300",0,0,NA
16845,"260 PARK ST",NA,"239100",NA,NA,NA
16846,"248 PARK ST","2005","4707000",0,0,NA
16847,"246 PARK ST","1900","716500",0,0,NA
16848,"234 PARK ST","1870","373000",6,2,0
16849,"15 EDGEWOOD AV",NA,"232600",NA,NA,NA
16850,"15 EDGEWOOD AV","1822","275400",4,2,0
16851,"17 EDGEWOOD AV","1837","390200",4,2,0
16852,"371 ELM ST","1900","693400",0,0,NA
16853,"127 HOWE ST","1900","228700",4,4,0
16854,"129 HOWE ST","1900","308700",4,4,0
16855,"131 HOWE ST","1900","668800",0,0,NA
16856,"100 BROADWAY","1919","1941100",0,0,NA
16857,"90 BROADWAY",NA,"421500",NA,NA,NA
16858,"ELM ST",NA,"9200",NA,NA,NA
16859,"88 BROADWAY","1951","1582000",0,0,NA
16860,"ELM ST",NA,"700",NA,NA,NA
16861,"357 ELM ST",NA,"293000",NA,NA,NA
